"from","to","weight"
2225,3946,-1
3946,3946,1
199,3947,-0.25
3947,3947,1
234,3948,-0.8
3948,3948,1
266,3949,-0.1
3949,3949,1
266,3950,-0.1
3950,3950,1
3951,3951,1
3952,3952,1
3953,3953,1
3954,3954,1
3955,3955,1
3956,3956,1
3957,3957,1
3958,3958,1
3959,3959,1
3960,3960,1
3961,3961,1
3962,3962,1
3963,3963,1
3964,3964,1
3965,3965,1
3966,3966,1
3967,3967,1
3968,3968,1
3969,3969,1
3970,3970,1
3971,3971,1
3972,3972,1
3973,3973,1
3974,3974,1
3975,3975,1
3976,3976,1
3977,3977,1
167,3978,-0.25
3978,3978,1
3979,3979,1
3980,3980,1
10,3981,-0.1
3981,3981,1
3982,3982,1
14,3983,-0.3
432,3983,-0.3
434,3983,-0.302
3983,3983,1
3984,3984,1
3985,3985,1
3986,3986,1
3987,3987,1
3988,3988,1
3251,3989,-0.58
3989,3989,1
3990,3990,1
180,3991,-0.11
3991,3991,1
2846,3992,-0.495
2851,3992,-0.495
3992,3992,1
3993,3993,1
240,3994,-0.08
241,3994,-0.5001
3994,3994,1
3995,3995,1
3996,3996,1
3997,3997,1
2992,3998,-0.5
3998,3998,1
322,3999,-1
3999,3999,1
300,4000,-0.345
4000,4000,1
306,4001,-1
4001,4001,1
314,4002,-0.5001
4002,4002,1
314,4003,-0.1
4003,4003,1
323,4004,-0.56
4004,4004,1
4004,4005,-0.1
4005,4005,1
323,4006,-0.51
4006,4006,1
254,4007,-0.8
4007,4007,1
136,4008,-1
4008,4008,1
